Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,524.750000,528.500000,522.099976,526.750000,526.750000,14210949
2023-04-05,527.000000,527.599976,519.049988,523.000000,523.000000,13574801
2023-04-06,524.000000,533.700012,521.650024,527.650024,527.650024,25125879
2023-04-10,529.250000,530.400024,524.400024,526.299988,526.299988,17335453
2023-04-11,530.849976,535.700012,527.150024,532.099976,532.099976,26414406
2023-04-12,533.200012,534.000000,526.000000,528.200012,528.200012,21292441
2023-04-13,529.299988,534.250000,527.150024,532.950012,532.950012,28597560
